"h","doy","hod","out_T","out_RH","gal_T","gal_RH","case_T","case_RH","hvac","gal_M_fix","case_M_fix","gal_M_pkg","gal_LIM","case_LIM","gal_DP"
255,162,14,32.38,68.01,24.15,57.44,25.19,66.86,1,0.1572,0,0.2422,74.64,74.48,15.22
256,162,15,32.32,70.64,24.03,56.22,24.96,66.74,1,0.1566,0,0.2422,74.65,74.51,14.78
257,162,16,31.69,70.06,23.93,55.96,24.76,66.62,1,0.1559,0,0.2422,74.67,74.54,14.61
258,162,17,31.59,67.09,24.47,56.58,24.7,66.51,0,0.1552,0,0.2422,74.58,74.55,15.29
259,162,18,30.92,69.41,24.93,57.92,24.74,66.41,0,0.1546,0,0.2422,74.52,74.54,16.08
260,162,19,30.26,71.36,25.21,58.7,24.84,66.33,0,0.1539,0,0.2422,74.48,74.53,16.55
261,162,20,28.91,74,25.42,59.85,24.95,66.25,0,0.1532,0,0.2422,74.45,74.51,17.05
262,162,21,27.09,75.89,25.47,60.7,25.06,66.19,0,0.1526,0,0.2422,74.44,74.5,17.32
263,162,22,25.87,77.17,25.36,61.73,25.12,66.14,0,0.1519,0,0.2422,74.46,74.49,17.48
264,162,23,26.19,82.14,25.31,63.39,25.16,66.11,0,0.1512,0,0.2422,74.46,74.48,17.86
265,163,0,26.99,81.81,25.27,64.63,25.18,66.1,0,0.1506,0,0.2422,74.47,74.48,18.13
266,163,1,24.93,83.26,25.16,65.78,25.17,66.09,0,0.1499,0,0.2422,74.48,74.48,18.31
267,163,2,23.65,86.62,24.91,66.9,25.12,66.1,0,0.1492,0,0.2422,74.52,74.49,18.33
268,163,3,23.85,86.91,24.66,68.43,25.03,66.13,0,0.1486,0,0.2422,74.55,74.5,18.46
269,163,4,24.44,90.81,24.53,69.75,24.93,66.17,0,0.1479,0,0.2422,74.57,74.51,18.64
270,163,5,24.14,99,24.36,71.46,24.82,66.23,0,0.1472,0,0.2422,74.6,74.53,18.86
271,163,6,26.53,92.54,24.48,72.5,24.75,66.3,0,0.1466,0,0.2422,74.58,74.54,19.21
272,163,7,27.51,91.57,24.63,73.62,24.73,66.38,0,0.1459,0,0.2422,74.56,74.54,19.61
273,163,8,27.73,88.46,24.78,75.13,24.74,66.47,0,0.1452,0,0.2422,74.54,74.54,20.08
274,163,9,28.37,83.63,24.37,67.62,24.66,66.49,1,0.1446,0,0.2422,74.6,74.55,17.99
275,163,10,29.12,78.15,24.11,63.12,24.55,66.45,1,0.1439,0,0.2422,74.64,74.57,16.66
276,163,11,29.71,75.14,24.03,60.2,24.45,66.38,1,0.1432,0,0.2422,74.65,74.59,15.84
277,163,12,29.76,69.17,23.98,58.08,24.36,66.29,1,0.1426,0,0.2422,74.66,74.6,15.24
278,163,13,29.03,65.01,23.96,57.22,24.28,66.19,1,0.1419,0,0.2422,74.67,74.61,14.98
279,163,14,28.7,62.24,23.92,56.75,24.21,66.08,1,0.1412,0,0.2422,74.67,74.63,14.82
280,163,15,28.83,65,23.97,56.01,24.16,65.97,1,0.1406,0,0.2422,74.66,74.63,14.66
281,163,16,28.72,67.73,23.87,55.67,24.1,65.86,1,0.1399,0,0.2422,74.68,74.64,14.47
282,163,17,27.7,68.83,24.06,56.54,24.09,65.75,0,0.1392,0,0.2422,74.65,74.64,14.89
283,163,18,30.1,75.45,24.42,57.46,24.16,65.66,0,0.1386,0,0.2422,74.59,74.63,15.48
284,163,19,29.23,77.25,24.76,58.91,24.28,65.59,0,0.1379,0,0.2422,74.54,74.61,16.19
285,163,20,28.28,77.4,24.99,60.01,24.42,65.52,0,0.1372,0,0.2422,74.51,74.59,16.69
286,163,21,28.29,81.24,25.11,61.65,24.56,65.48,0,0.1366,0,0.2422,74.49,74.57,17.23
287,163,22,26.78,81.82,25.21,62.56,24.69,65.45,0,0.1359,0,0.2422,74.48,74.55,17.56
288,163,23,25.5,82.91,25.17,63.81,24.79,65.43,0,0.1352,0,0.2422,74.48,74.54,17.84
289,164,0,25.17,86.15,25.1,64.82,24.85,65.42,0,0.1346,0,0.2422,74.49,74.53,18.02
290,164,1,25.62,89.38,24.94,66.38,24.87,65.43,0,0.1339,0,0.2422,74.51,74.52,18.24
291,164,2,25.21,91.69,24.93,67.63,24.88,65.46,0,0.1332,0,0.2422,74.52,74.52,18.53
292,164,3,26.54,87.82,24.92,69.29,24.89,65.5,0,0.1326,0,0.2422,74.52,74.52,18.91
293,164,4,26.61,91.69,24.93,71.26,24.9,65.56,0,0.1319,0,0.2422,74.51,74.52,19.37
294,164,5,26.75,90.31,25.08,73.01,24.93,65.65,0,0.1312,0,0.2422,74.49,74.51,19.9
295,164,6,27.58,87.95,25.08,74.54,24.96,65.75,0,0.1306,0,0.2422,74.49,74.51,20.24
296,164,7,30,87.97,25.36,75.57,25.04,65.86,0,0.1299,0,0.2422,74.46,74.5,20.73
297,164,8,30.12,86.63,25.7,77.04,25.17,65.98,0,0.1292,0,0.2422,74.41,74.48,21.37
298,164,9,31.14,83.2,24.77,69.83,25.09,66.02,1,0.1286,0,0.2422,74.54,74.49,18.89
299,164,10,32.4,76.6,24.36,63.83,24.95,66,1,0.1279,0,0.2422,74.6,74.51,17.07
300,164,11,33.42,73.08,24.21,60.79,24.8,65.94,1,0.1272,0,0.2422,74.62,74.53,16.16
301,164,12,34.04,72.12,24.12,58.68,24.66,65.86,1,0.1266,0,0.2422,74.64,74.55,15.52
302,164,13,34.47,69.6,24.04,56.66,24.54,65.76,1,0.1259,0,0.2422,74.65,74.57,14.9
303,164,14,34.36,70.39,24.03,55.91,24.44,65.65,1,0.1252,0,0.2422,74.65,74.59,14.69
304,164,15,33.07,70.07,24,55.79,24.35,65.54,1,0.1246,0,0.2422,74.66,74.6,14.62
305,164,16,34.63,69.94,24.03,55.61,24.28,65.43,1,0.1239,0,0.2422,74.66,74.61,14.6
306,164,17,34.35,72.29,24.7,56.84,24.37,65.33,0,0.1232,0,0.2422,74.55,74.6,15.57
307,164,18,33.85,74.35,25.34,57.64,24.56,65.25,0,0.1226,0,0.2422,74.46,74.57,16.39
308,164,19,32.54,71.41,25.79,58.61,24.81,65.17,0,0.1219,0,0.2422,74.4,74.53,17.07
309,164,20,30.98,76.64,26.07,60.03,25.06,65.12,0,0.1212,0,0.2422,74.37,74.5,17.71
310,164,21,30.08,77,26.37,61.07,25.32,65.07,0,0.1206,0,0.2422,74.34,74.46,18.27
311,164,22,29.59,79.38,26.55,61.99,25.57,65.04,0,0.1199,0,0.2422,74.32,74.43,18.67
312,164,23,28.71,84.88,26.63,63.43,25.78,65.02,0,0.1192,0,0.2422,74.32,74.4,19.12
313,165,0,27.57,85.77,26.64,65.01,25.95,65.02,0,0.1185,0,0.2422,74.32,74.39,19.52
314,165,1,26.83,87.04,26.63,66.35,26.09,65.03,0,0.1179,0,0.2422,74.32,74.37,19.84
315,165,2,25.94,88.45,26.45,67.79,26.16,65.06,0,0.1172,0,0.2422,74.33,74.36,20.02
316,165,3,24.91,90.81,26.24,69.53,26.18,65.11,0,0.1165,0,0.2422,74.35,74.36,20.23
317,165,4,25.37,90.8,26.09,70.66,26.16,65.18,0,0.1159,0,0.2422,74.37,74.36,20.34
318,165,5,25.81,87.91,25.92,71.91,26.11,65.25,0,0.1152,0,0.2422,74.39,74.37,20.47
319,165,6,27.41,89.33,25.97,73.78,26.08,65.35,0,0.1145,0,0.2422,74.38,74.37,20.93
320,165,7,27.59,87.09,26.02,74.73,26.07,65.45,0,0.1139,0,0.2422,74.38,74.37,21.18
321,165,8,28.99,86.24,26.13,75.57,26.08,65.56,0,0.1132,0,0.2422,74.37,74.37,21.48
322,165,9,29.38,83.34,25.07,69.15,25.88,65.6,1,0.1125,0,0.2422,74.5,74.39,19.02
323,165,10,30.44,78.98,24.52,64.38,25.61,65.59,1,0.1119,0,0.2422,74.57,74.43,17.36
324,165,11,32.91,75.43,24.29,61.26,25.35,65.54,1,0.1112,0,0.2422,74.61,74.46,16.36
325,165,12,32.22,77.04,24.24,58.97,25.12,65.47,1,0.1105,0,0.2422,74.62,74.49,15.71
326,165,13,32.38,76.17,24.1,57.52,24.92,65.38,1,0.1099,0,0.2422,74.64,74.52,15.19
327,165,14,31.59,74,24.04,56.8,24.74,65.28,1,0.1092,0,0.2422,74.65,74.54,14.94
328,165,15,33.13,70.42,23.99,56.11,24.59,65.18,1,0.1085,0,0.2422,74.66,74.56,14.7
329,165,16,33.89,71.3,23.9,55.85,24.45,65.08,1,0.1079,0,0.2422,74.68,74.59,14.55
330,165,17,34.07,71.89,24.66,57.06,24.49,64.99,0,0.1072,0,0.2422,74.55,74.58,15.59
331,165,18,33.34,74.81,25.29,58.46,24.65,64.92,0,0.1065,0,0.2422,74.46,74.55,16.57
332,165,19,33.84,74.27,25.84,59.73,24.89,64.86,0,0.1059,0,0.2422,74.4,74.52,17.41
333,165,20,32.05,76.21,26.35,60.75,25.18,64.81,0,0.1052,0,0.2422,74.34,74.48,18.16
334,165,21,31.68,78.33,26.73,61.58,25.49,64.78,0,0.1045,0,0.2422,74.31,74.44,18.73
335,165,22,31.05,83.58,26.95,63.31,25.78,64.76,0,0.1039,0,0.2422,74.29,74.4,19.38
336,165,23,29.36,88.45,26.96,64.97,26.02,64.76,0,0.1032,0,0.2422,74.29,74.38,19.81
337,166,0,26.93,88.27,26.89,66.8,26.19,64.79,0,0.1025,0,0.2422,74.29,74.36,20.19
338,166,1,25.79,88.61,26.71,68.4,26.3,64.83,0,0.1019,0,0.2422,74.31,74.35,20.41
339,166,2,26.86,88.15,26.56,69.64,26.35,64.88,0,0.1012,0,0.2422,74.32,74.34,20.56
340,166,3,26.47,91.41,26.49,70.88,26.38,64.95,0,0.1005,0,0.2422,74.33,74.34,20.77
341,166,4,27.2,92.73,26.45,72.63,26.39,65.03,0,0.0999,0,0.2422,74.33,74.34,21.13
342,166,5,26.04,99,26.2,74.28,26.35,65.13,0,0.0992,0,0.2422,74.36,74.34,21.27
343,166,6,28.43,88.79,26.32,75.28,26.35,65.25,0,0.0985,0,0.2422,74.35,74.34,21.59
344,166,7,29.42,88.79,26.53,76.27,26.38,65.37,0,0.0979,0,0.2422,74.33,74.34,22.01
345,166,8,30.86,86.5,26.77,77,26.46,65.5,0,0.0972,0,0.2422,74.3,74.33,22.4
346,166,9,32,82.06,27.03,77.38,26.57,65.63,0,0.0965,0,0.2422,74.28,74.32,22.73
347,166,10,32.1,81.72,27.31,77.69,26.72,65.76,0,0.0959,0,0.2422,74.26,74.31,23.07
348,166,11,32.74,78.29,27.63,77.6,26.9,65.9,0,0.0952,0,0.2422,74.24,74.29,23.36
349,166,12,34.9,76.68,28.15,77.86,27.15,66.03,0,0.0945,0,0.2422,74.21,74.27,23.92
350,166,13,34.94,70.92,28.62,77.1,27.45,66.15,0,0.0939,0,0.2422,74.19,74.25,24.22
351,166,14,35.32,69.16,29.05,76.75,27.77,66.27,0,0.0932,0,0.2422,74.18,74.23,24.55
352,166,15,35.74,69.52,29.55,76.91,28.12,66.39,0,0.0925,0,0.2422,74.17,74.21,25.07
353,166,16,35.22,68.89,29.9,76.65,28.48,66.5,0,0.0919,0,0.2422,74.16,74.19,25.36
354,166,17,35.05,67.48,30.15,75.98,28.81,66.61,0,0.0912,0,0.2422,74.16,74.18,25.45
355,166,18,35.57,68.33,30.45,75.88,29.14,66.71,0,0.0905,0,0.2422,74.17,74.17,25.72
356,166,19,34.27,71.86,30.6,76.14,29.43,66.82,0,0.0899,0,0.2422,74.17,74.17,25.92
357,166,20,33.72,73.65,30.8,76.48,29.71,66.92,0,0.0892,0,0.2422,74.17,74.16,26.19
358,166,21,32.44,80.13,30.74,76.61,29.91,67.03,0,0.0885,0,0.2422,74.17,74.16,26.15
359,166,22,30.97,84.2,30.62,77.07,30.05,67.14,0,0.0879,0,0.2422,74.17,74.16,26.14
360,166,23,31.36,88.84,30.59,78.18,30.16,67.26,0,0.0872,0,0.2422,74.17,74.16,26.36
361,167,0,31,91.94,30.5,78.99,30.23,67.39,0,0.0865,0,0.2422,74.17,74.16,26.44
362,167,1,29.6,93.38,30.31,79.74,30.25,67.53,0,0.0859,0,0.2422,74.16,74.16,26.42
363,167,2,28.08,93.13,30.12,81.06,30.22,67.68,0,0.0932,0,0.2483,74.16,74.16,26.51
364,167,3,26.67,92.4,29.87,81.72,30.15,67.84,0,0.1026,0,0.2567,74.16,74.16,26.4
365,167,4,25.09,92.93,29.43,82.09,30,68,0,0.1131,0,0.2663,74.17,74.16,26.05
366,167,5,26.2,94.71,29.05,83.28,29.81,68.17,0,0.1269,0,0.2809,74.18,74.16,25.92
367,167,6,26.97,95.17,28.77,83.93,29.6,68.34,0,0.1426,0,0.2973,74.18,74.17,25.78
368,167,7,28.06,93.78,28.55,84.67,29.39,68.52,0,0.1605,0,0.3157,74.19,74.17,25.72
369,167,8,29.89,93.34,28.6,85.76,29.23,68.71,0,0.1823,0,0.3372,74.19,74.17,25.98
370,167,9,31.4,88.82,25.93,74.79,28.57,68.78,1,0.181,0,0.3372,74.39,74.19,21.11
371,167,10,31.49,84.47,24.85,67.7,27.83,68.77,1,0.1797,0,0.3372,74.53,74.23,18.47
372,167,11,30.63,78.36,24.37,63.47,27.14,68.71,1,0.1783,0,0.3372,74.6,74.27,16.99
373,167,12,31.3,80.04,24.11,60.27,26.53,68.62,1,0.177,0,0.3372,74.64,74.33,15.93
374,167,13,30.87,76.35,24.08,58.78,26.04,68.51,1,0.1757,0,0.3372,74.65,74.38,15.51
375,167,14,30.89,71.22,24.05,57.75,25.64,68.39,1,0.1744,0,0.3372,74.65,74.42,15.2
376,167,15,30.73,74.37,23.96,56.74,25.31,68.26,1,0.1744,0,0.3372,74.67,74.46,14.85
377,167,16,29.92,73.92,24,56.2,25.04,68.13,1,0.1744,0,0.3372,74.66,74.5,14.74
378,167,17,31.71,78.2,24.49,57.5,24.93,68.01,0,0.1744,0,0.3372,74.58,74.51,15.56
379,167,18,31.27,79.9,25,58.67,24.95,67.9,0,0.1744,0,0.3372,74.5,74.51,16.35
380,167,19,30.32,81.76,25.34,60.48,25.03,67.82,0,0.1744,0,0.3372,74.46,74.5,17.15
381,167,20,29.18,85.53,25.5,62.24,25.12,67.76,0,0.1744,0,0.3372,74.44,74.49,17.75
382,167,21,27.93,87.15,25.55,64.17,25.21,67.72,0,0.1744,0,0.3372,74.43,74.48,18.28
383,167,22,26.69,90.3,25.65,65.68,25.3,67.7,0,0.1744,0,0.3372,74.42,74.46,18.75
384,167,23,25.32,96.76,25.52,67.7,25.34,67.7,0,0.1744,0,0.3372,74.44,74.46,19.11
385,168,0,22.41,99,25.21,69.71,25.31,67.72,0,0.1744,0,0.3372,74.48,74.46,19.28
386,168,1,22.36,99,24.97,71.71,25.25,67.76,0,0.1744,0,0.3372,74.51,74.47,19.51
387,168,2,23.1,98,24.72,73.29,25.14,67.82,0,0.1744,0,0.3372,74.54,74.49,19.62
388,168,3,24.04,95.63,24.52,74.36,25.02,67.9,0,0.1744,0,0.3372,74.58,74.5,19.66
389,168,4,23.71,94.05,24.37,76.32,24.89,67.99,0,0.1744,0,0.3372,74.6,74.52,19.94
390,168,5,24.26,89.64,24.27,77.34,24.76,68.09,0,0.1744,0,0.3372,74.62,74.54,20.05
391,168,6,24.13,81.95,24.19,77.61,24.65,68.2,0,0.1744,0,0.3372,74.63,74.56,20.03
392,168,7,25.33,78.47,24.14,78.47,24.55,68.31,0,0.1744,0,0.3372,74.64,74.57,20.16
393,168,8,26.03,76.06,24.22,78.27,24.48,68.42,0,0.1744,0,0.3372,74.62,74.58,20.2
394,168,9,26.42,74.08,24.09,70.01,24.4,68.44,1,0.1737,0,0.3372,74.64,74.59,18.28
395,168,10,26.92,70.71,24.01,65.29,24.32,68.41,1,0.173,0,0.3372,74.66,74.61,17.1
396,168,11,28.71,66.76,24.01,61.76,24.26,68.33,1,0.1724,0,0.3372,74.66,74.62,16.22
397,168,12,30.12,63.67,24.02,60.04,24.21,68.24,1,0.1717,0,0.3372,74.66,74.62,15.79
398,168,13,32.81,60.42,24.04,58.12,24.18,68.13,1,0.171,0,0.3372,74.65,74.63,15.3
399,168,14,32.31,60.01,24.07,56.97,24.16,68.01,1,0.1704,0,0.3372,74.65,74.63,15.01
400,168,15,33.97,62.87,23.99,56.2,24.12,67.87,1,0.1697,0,0.3372,74.66,74.64,14.73
401,168,16,34.06,63.69,24.02,55.8,24.1,67.74,1,0.169,0,0.3372,74.66,74.64,14.65
402,168,17,33.4,64.33,24.58,56.1,24.2,67.61,0,0.1684,0,0.3372,74.57,74.63,15.26
403,168,18,33.55,65.36,25.26,56.74,24.41,67.49,0,0.1677,0,0.3372,74.47,74.59,16.07
404,168,19,33.03,67.66,25.75,57.84,24.68,67.38,0,0.167,0,0.3372,74.41,74.55,16.82
405,168,20,31.83,71.36,26.13,58.66,24.97,67.29,0,0.1664,0,0.3372,74.37,74.51,17.4
406,168,21,30.28,72.64,26.37,59.45,25.25,67.2,0,0.1657,0,0.3372,74.34,74.47,17.84
407,168,22,28.5,79.38,26.41,60.6,25.48,67.13,0,0.165,0,0.3372,74.34,74.44,18.18
408,168,23,27.22,84.99,26.39,62.18,25.66,67.07,0,0.1644,0,0.3372,74.34,74.42,18.57
409,169,0,26.27,82.01,26.27,63.92,25.78,67.04,0,0.1637,0,0.3372,74.35,74.4,18.9
410,169,1,24.42,88.92,25.98,65.81,25.82,67.02,0,0.163,0,0.3372,74.38,74.4,19.09
411,169,2,26.07,81.34,25.87,66.66,25.83,67.02,0,0.1624,0,0.3372,74.4,74.4,19.19
412,169,3,25.37,85.03,25.8,67.4,25.83,67.02,0,0.1617,0,0.3372,74.4,74.4,19.3
413,169,4,25.72,85.57,25.64,68.84,25.79,67.04,0,0.161,0,0.3372,74.42,74.4,19.49
414,169,5,26.68,84.89,25.64,69.44,25.76,67.07,0,0.1604,0,0.3372,74.42,74.41,19.63
415,169,6,26.42,84.04,25.58,70.51,25.72,67.11,0,0.1597,0,0.3372,74.43,74.41,19.82
416,169,7,27.95,80.17,25.63,71.33,25.7,67.15,0,0.159,0,0.3372,74.42,74.41,20.05
417,169,8,28.19,79.05,25.75,72.17,25.71,67.21,0,0.1584,0,0.3372,74.41,74.41,20.36
418,169,9,31.04,75.83,24.73,66.08,25.52,67.2,1,0.1577,0,0.3372,74.54,74.44,17.97
419,169,10,30.77,72.15,24.34,61.92,25.28,67.14,1,0.157,0,0.3372,74.6,74.47,16.57
420,169,11,31.26,68.82,24.14,59.03,25.05,67.05,1,0.1563,0,0.3372,74.64,74.5,15.63
421,169,12,32.28,65.61,24.08,58.16,24.86,66.95,1,0.1557,0,0.3372,74.65,74.53,15.34
422,169,13,33.63,64.95,24.1,56.91,24.7,66.84,1,0.155,0,0.3372,74.64,74.55,15.02
423,169,14,33.75,67.58,24.07,55.81,24.58,66.72,1,0.1543,0,0.3372,74.65,74.57,14.69
424,169,15,34.57,67.79,24,55.53,24.46,66.59,1,0.1537,0,0.3372,74.66,74.58,14.56
425,169,16,34.25,67.72,24.03,54.48,24.38,66.46,1,0.153,0,0.3372,74.65,74.6,14.29
426,169,17,33.41,69.65,24.69,55.39,24.44,66.33,0,0.1523,0,0.3372,74.55,74.59,15.16
427,169,18,33.24,71.36,25.3,56.35,24.61,66.22,0,0.1517,0,0.3372,74.46,74.56,15.99
428,169,19,32.83,73.95,25.79,58.06,24.85,66.13,0,0.151,0,0.3372,74.4,74.53,16.92
429,169,20,31.95,72.6,26.15,58.98,25.11,66.05,0,0.1503,0,0.3372,74.36,74.49,17.5
430,169,21,31.03,74.35,26.48,60.28,25.38,65.99,0,0.1497,0,0.3372,74.33,74.45,18.16
431,169,22,30.11,78.76,26.62,61.14,25.63,65.93,0,0.149,0,0.3372,74.32,74.42,18.52
432,169,23,28.93,83.66,26.67,62.4,25.84,65.9,0,0.1483,0,0.3372,74.31,74.4,18.89
433,170,0,27.53,85,26.61,64.39,25.99,65.88,0,0.1477,0,0.3372,74.32,74.38,19.34
434,170,1,26.42,86.83,26.49,66.11,26.09,65.88,0,0.147,0,0.3372,74.33,74.37,19.65
435,170,2,25.33,86.24,26.31,67.47,26.14,65.9,0,0.1463,0,0.3372,74.35,74.37,19.8
436,170,3,26.62,88.88,26.2,68.95,26.15,65.93,0,0.1457,0,0.3372,74.36,74.36,20.06
437,170,4,27.16,90.71,26.11,70.6,26.14,65.98,0,0.145,0,0.3372,74.37,74.36,20.35
438,170,5,26.95,88.63,26.13,71.75,26.14,66.05,0,0.1443,0,0.3372,74.37,74.37,20.63
439,170,6,27.95,86.77,26.11,72.61,26.13,66.12,0,0.1437,0,0.3372,74.37,74.37,20.81
440,170,7,27.5,80.95,26.17,72.94,26.14,66.2,0,0.143,0,0.3372,74.36,74.36,20.93
441,170,8,29.5,77.2,26.4,72.93,26.19,66.27,0,0.1423,0,0.3372,74.34,74.36,21.15
442,170,9,28.87,85.26,25.16,66.59,25.99,66.28,1,0.1417,0,0.3372,74.48,74.38,18.5
443,170,10,30.49,72.92,24.52,62.38,25.69,66.23,1,0.141,0,0.3372,74.58,74.42,16.86
444,170,11,31.98,69.71,24.19,59.55,25.39,66.16,1,0.1403,0,0.3372,74.63,74.45,15.82
445,170,12,32.98,67.65,23.97,58.34,25.11,66.07,1,0.1397,0,0.3372,74.66,74.49,15.3
446,170,13,33.3,67.91,24.07,57.13,24.9,65.97,1,0.139,0,0.3372,74.65,74.52,15.06
447,170,14,31.03,78.49,23.99,56.54,24.72,65.87,1,0.1383,0,0.3372,74.66,74.55,14.82
448,170,15,31.25,72.14,23.96,55.62,24.57,65.75,1,0.1377,0,0.3372,74.67,74.57,14.54
449,170,16,31.11,73.55,23.92,55.19,24.44,65.64,1,0.137,0,0.3372,74.67,74.59,14.39
450,170,17,29.39,74.84,24.26,56.58,24.4,65.54,0,0.1363,0,0.3372,74.62,74.59,15.09
451,170,18,30.03,72.97,24.54,57.86,24.43,65.45,0,0.1357,0,0.3372,74.57,74.59,15.69
452,170,19,27.46,74.45,24.62,59.09,24.47,65.38,0,0.135,0,0.3372,74.56,74.58,16.1
453,170,20,26.28,89.32,24.6,60.89,24.49,65.33,0,0.1343,0,0.3372,74.56,74.58,16.55
454,170,21,26.69,81.91,24.71,62.23,24.54,65.3,0,0.1337,0,0.3372,74.55,74.57,17
455,170,22,25.07,88.17,24.69,64.18,24.57,65.28,0,0.133,0,0.3372,74.55,74.57,17.47
456,170,23,23.55,92.34,24.37,65.72,24.53,65.29,0,0.1323,0,0.3372,74.6,74.57,17.55
457,171,0,21.19,94.3,24.03,67.46,24.43,65.31,0,0.1317,0,0.3372,74.65,74.59,17.63
458,171,1,22.33,97.62,23.77,69.73,24.3,65.36,0,0.131,0,0.3372,74.7,74.61,17.91
459,171,2,21.58,97.25,23.47,71.79,24.13,65.43,0,0.1303,0,0.3372,74.75,74.64,18.09
460,171,3,21.36,96.66,23.23,73.17,23.95,65.52,0,0.1297,0,0.3372,74.8,74.67,18.16
461,171,4,19.56,99,22.86,74.44,23.73,65.62,0,0.129,0,0.3372,74.87,74.71,18.08
462,171,5,19.87,93.18,22.5,76.19,23.49,65.73,0,0.1283,0,0.3372,74.95,74.75,18.09
463,171,6,21.42,88.83,22.25,77.11,23.24,65.86,0,0.1277,0,0.3372,75.01,74.8,18.05
464,171,7,22.5,84.11,22.2,77.54,23.03,65.99,0,0.127,0,0.3372,75.02,74.84,18.09
465,171,8,22.7,81.75,22.1,77.57,22.84,66.12,0,0.1263,0,0.3372,75.04,74.88,17.99
466,171,9,24.12,79.46,23.11,69.83,22.9,66.16,1,0.1257,0,0.3372,74.82,74.87,17.3
467,171,10,25,78.12,23.6,64.84,23.04,66.15,1,0.125,0,0.3372,74.73,74.84,16.6
468,171,11,26.25,75.65,23.88,61.57,23.21,66.1,1,0.1243,0,0.3372,74.68,74.81,16.05
469,171,12,27.92,70.08,23.9,59.15,23.34,66.02,1,0.1237,0,0.3372,74.68,74.78,15.44
470,171,13,28.9,68.35,23.92,57.67,23.46,65.93,1,0.123,0,0.3372,74.67,74.76,15.06
471,171,14,28.73,70.2,24.02,56.59,23.57,65.82,1,0.1223,0,0.3372,74.66,74.74,14.87
472,171,15,30.28,68.54,23.98,55.99,23.65,65.71,1,0.1217,0,0.3372,74.66,74.72,14.66
473,171,16,30.43,69.04,23.99,55.86,23.72,65.6,1,0.121,0,0.3372,74.66,74.71,14.64
474,171,17,30.68,72.26,24.49,56.58,23.87,65.5,0,0.1203,0,0.3372,74.58,74.68,15.3
475,171,18,29.92,72.28,24.9,57.84,24.08,65.42,0,0.1197,0,0.3372,74.52,74.65,16.03
476,171,19,29.15,76.85,25.12,59.07,24.29,65.35,0,0.119,0,0.3372,74.49,74.61,16.56
477,171,20,29.3,82.6,25.34,60.22,24.5,65.29,0,0.1183,0,0.3372,74.46,74.58,17.08
478,171,21,27.23,92.61,25.44,62.16,24.69,65.26,0,0.1177,0,0.3372,74.45,74.55,17.67
479,171,22,28.59,90.79,25.49,63.88,24.85,65.24,0,0.117,0,0.3372,74.44,74.53,18.15
480,171,23,26.43,94.65,25.56,65.61,24.99,65.24,0,0.1163,0,0.3372,74.43,74.51,18.65
481,172,0,25.72,97.49,25.48,68.3,25.09,65.28,0,0.1157,0,0.3372,74.44,74.49,19.21
482,172,1,24.33,94.94,25.24,70.14,25.12,65.33,0,0.115,0,0.3372,74.47,74.49,19.41
483,172,2,24.19,98,25.11,72.05,25.12,65.41,0,0.1143,0,0.3372,74.49,74.49,19.72
484,172,3,24.76,98,24.86,73.94,25.07,65.5,0,0.1137,0,0.3372,74.52,74.5,19.89
485,172,4,24.35,95.78,24.7,75.24,24.99,65.61,0,0.113,0,0.3372,74.55,74.51,20.03
486,172,5,24.31,92.44,24.55,76.31,24.9,65.73,0,0.1123,0,0.3372,74.57,74.52,20.11
487,172,6,24.45,89.15,24.4,77.12,24.8,65.86,0,0.1117,0,0.3372,74.59,74.53,20.13
488,172,7,24.89,84.03,24.28,77.32,24.7,65.98,0,0.111,0,0.3372,74.61,74.55,20.06
489,172,8,27.47,83.53,24.45,77.89,24.65,66.12,0,0.1103,0,0.3372,74.59,74.56,20.34
490,172,9,28.5,79.61,24.2,69.3,24.56,66.15,1,0.1097,0,0.3372,74.63,74.57,18.22
491,172,10,29.89,76.43,24.06,64.19,24.46,66.13,1,0.109,0,0.3372,74.65,74.58,16.87
492,172,11,31.7,74.7,24.05,61.33,24.38,66.08,1,0.1083,0,0.3372,74.65,74.6,16.15
493,172,12,32.01,71.31,23.93,59.65,24.29,66,1,0.1077,0,0.3372,74.67,74.61,15.6
494,172,13,32.01,70.2,24.09,58.34,24.25,65.92,1,0.107,0,0.3372,74.65,74.62,15.4
495,172,14,32.78,71.93,23.98,57.48,24.2,65.82,1,0.1063,0,0.3372,74.66,74.63,15.07
496,172,15,30.68,71.99,23.9,56.99,24.14,65.73,1,0.1057,0,0.3372,74.68,74.64,14.87
497,172,16,31.93,71.35,24,56.45,24.11,65.62,1,0.105,0,0.3372,74.66,74.64,14.81
498,172,17,30.49,68.84,24.41,57.09,24.17,65.53,0,0.1043,0,0.3372,74.59,74.63,15.37
499,172,18,31.32,74,24.82,57.99,24.3,65.45,0,0.1037,0,0.3372,74.53,74.61,16
500,172,19,31.11,76.23,25.27,58.89,24.49,65.37,0,0.103,0,0.3372,74.47,74.58,16.66
501,172,20,29.65,78.72,25.49,60.3,24.69,65.32,0,0.1023,0,0.3372,74.44,74.55,17.24
502,172,21,28.55,79,25.65,61.84,24.88,65.28,0,0.1017,0,0.3372,74.42,74.52,17.79
503,172,22,27.52,84.6,25.62,63.5,25.03,65.26,0,0.101,0,0.3372,74.42,74.5,18.18
504,172,23,26.44,88.89,25.62,65.59,25.15,65.26,0,0.1003,0,0.3372,74.42,74.48,18.69
